datetime,value,flag
2023-09-09 01:00:00,5.67,
2023-09-09 01:15:00,5.54,
2023-09-09 01:30:00,5.41,
2023-09-09 01:45:00,5.9,
2023-09-09 02:00:00,6.41,
2023-09-09 02:15:00,5.79,
2023-09-09 02:30:00,6.13,
2023-09-09 02:45:00,5.7,
2023-09-09 03:00:00,6.22,
2023-09-09 03:15:00,6.65,
2023-09-09 03:30:00,6.26,
2023-09-09 03:45:00,6.39,
2023-09-09 04:00:00,6.04,
2023-09-09 04:15:00,6.22,
2023-09-09 04:30:00,6.43,
2023-09-09 04:45:00,6.69,
2023-09-09 05:00:00,6.46,
2023-09-09 05:15:00,6.44,
2023-09-09 05:30:00,6.44,
2023-09-09 05:45:00,6.36,
2023-09-09 06:00:00,6.7,
2023-09-09 06:15:00,6.73,
2023-09-09 06:30:00,6.64,
2023-09-09 06:45:00,6.62,
2023-09-09 07:00:00,6.3,
2023-09-09 07:15:00,6.76,
2023-09-09 07:30:00,6.19,
2023-09-09 07:45:00,6.42,
2023-09-09 08:00:00,6.22,
2023-09-09 08:15:00,6.59,
2023-09-09 08:30:00,6.23,
2023-09-09 08:45:00,6.29,
2023-09-09 09:00:00,6.12,
2023-09-09 09:15:00,5.97,
2023-09-09 09:30:00,5.42,
2023-09-09 09:45:00,6.03,
2023-09-09 10:00:00,5.36,
2023-09-09 10:15:00,5.73,
2023-09-09 10:30:00,10.5,flag_spike_unilof
2023-09-09 10:45:00,9.2,flag_spike_unilof
2023-09-09 11:00:00,5.2,
2023-09-09 11:15:00,5.47,
2023-09-09 11:30:00,5.2,
2023-09-09 11:45:00,4.98,
2023-09-09 12:00:00,4.96,
2023-09-09 12:15:00,5.17,
2023-09-09 12:30:00,4.76,
2023-09-09 12:45:00,4.69,
2023-09-09 13:00:00,4.38,
2023-09-09 13:15:00,4.32,
2023-09-09 13:30:00,4.35,
2023-09-09 13:45:00,4.38,
2023-09-09 14:00:00,4.78,
2023-09-09 14:15:00,4.41,
2023-09-09 14:30:00,4.27,
2023-09-09 14:45:00,4.19,
2023-09-09 15:00:00,3.88,
2023-09-09 15:15:00,4.17,
2023-09-09 15:30:00,4.24,
2023-09-09 15:45:00,3.55,
2023-09-09 16:00:00,4.07,
2023-09-09 16:15:00,3.53,
2023-09-09 16:30:00,3.71,
2023-09-09 16:45:00,3.86,
2023-09-09 17:00:00,3.43,
2023-09-09 17:15:00,3.41,
2023-09-09 17:30:00,3.31,
2023-09-09 17:45:00,3.07,
2023-09-09 18:00:00,4.25,
2023-09-09 18:15:00,3.32,
2023-09-09 18:30:00,3.57,
2023-09-09 18:45:00,3.7,
2023-09-09 19:00:00,3.71,
2023-09-09 19:15:00,3.5,
2023-09-09 19:30:00,3.53,
2023-09-09 19:45:00,3.39,
2023-09-09 20:00:00,4.19,
2023-09-09 20:15:00,3.58,
2023-09-09 20:30:00,3.74,
2023-09-09 20:45:00,4.36,
2023-09-09 21:00:00,4.95,
2023-09-09 21:15:00,5.54,
2023-09-09 21:30:00,5.4,
2023-09-09 21:45:00,6.35,
2023-09-09 22:00:00,6.85,
2023-09-09 22:15:00,6.92,
2023-09-09 22:30:00,7.87,
2023-09-09 22:45:00,8.22,
2023-09-09 23:00:00,8.66,
2023-09-09 23:15:00,8.91,Borderline Spike
2023-09-09 23:30:00,9.15,
2023-09-09 23:45:00,9.46,
2023-09-10 00:00:00,8.65,
2023-09-10 00:15:00,9.09,
2023-09-10 00:30:00,8.28,
2023-09-10 00:45:00,8.04,
2023-09-10 01:00:00,8.12,
2023-09-10 01:15:00,7.95,
2023-09-10 01:30:00,7.84,
2023-09-10 01:45:00,7.76,
2023-09-10 02:00:00,7.19,
2023-09-10 02:15:00,7.08,
2023-09-10 02:30:00,7.13,
2023-09-10 02:45:00,6.54,
2023-09-10 03:00:00,6.13,
2023-09-10 03:15:00,6.15,
2023-09-10 03:30:00,6.32,
2023-09-10 03:45:00,6.48,
2023-09-10 04:00:00,6.44,
2023-09-10 04:15:00,6.51,
2023-09-10 04:30:00,6.81,
2023-09-10 04:45:00,6.53,
2023-09-10 05:00:00,6.41,
2023-09-10 05:15:00,6.63,
2023-09-10 05:30:00,6.47,
2023-09-10 05:45:00,6.42,
2023-09-10 06:00:00,6.58,
2023-09-10 06:15:00,6.53,
2023-09-10 06:30:00,6.11,
2023-09-10 06:45:00,6.41,
2023-09-10 07:00:00,6.75,
2023-09-10 07:15:00,6.66,
2023-09-10 07:30:00,6.51,
2023-09-10 07:45:00,6.51,
2023-09-10 08:00:00,5.95,
2023-09-10 08:15:00,6.11,
2023-09-10 08:30:00,5.56,
2023-09-10 08:45:00,6.2,
2023-09-10 09:00:00,6.52,
2023-09-10 09:15:00,5.64,
2023-09-10 09:30:00,5.79,
2023-09-10 09:45:00,5.65,
2023-09-10 10:00:00,5.76,
2023-09-10 10:15:00,5.56,
2023-09-10 10:30:00,5.16,
2023-09-10 10:45:00,5.37,
2023-09-10 11:00:00,5.83,
2023-09-10 11:15:00,4.73,
2023-09-10 11:30:00,5.12,
2023-09-10 11:45:00,4.84,
2023-09-10 12:00:00,4.7,
2023-09-10 12:15:00,5.23,
2023-09-10 12:30:00,4.92,
2023-09-10 12:45:00,4.51,
2023-09-10 13:00:00,4.63,
2023-09-10 13:15:00,4.64,
2023-09-10 13:30:00,4.44,
2023-09-10 13:45:00,3.65,
2023-09-10 14:00:00,4.09,
2023-09-10 14:15:00,4.06,
2023-09-10 14:30:00,4.05,
2023-09-10 14:45:00,4.02,
2023-09-10 15:00:00,4.1,
2023-09-10 15:15:00,3.71,
2023-09-10 15:30:00,3.67,
2023-09-10 15:45:00,3.95,
2023-09-10 16:00:00,3.51,
2023-09-10 16:15:00,3.26,
2023-09-10 16:30:00,4.2,flag_constants
2023-09-10 16:45:00,4.2,flag_constants
2023-09-10 17:00:00,4.2,flag_constants
2023-09-10 17:15:00,4.2,flag_constants
2023-09-10 17:30:00,4.2,flag_constants
2023-09-10 17:45:00,4.2,flag_constants
2023-09-10 18:00:00,4.2,flag_constants
2023-09-10 18:15:00,4.2,flag_constants
2023-09-10 18:30:00,4.2,flag_constants
2023-09-10 18:45:00,4.2,flag_constants
2023-09-10 19:00:00,4.2,flag_constants
2023-09-10 19:15:00,4.2,flag_constants
2023-09-10 19:30:00,4.2,flag_constants
2023-09-10 19:45:00,3.53,
2023-09-10 20:00:00,3.9,
2023-09-10 20:15:00,3.98,
2023-09-10 20:30:00,4.04,
2023-09-10 20:45:00,3.96,
2023-09-10 21:00:00,3.95,
2023-09-10 21:15:00,3.98,
2023-09-10 21:30:00,4.08,
2023-09-10 21:45:00,3.83,
2023-09-10 22:00:00,3.51,
2023-09-10 22:15:00,4.24,
2023-09-10 22:30:00,4.48,
2023-09-10 22:45:00,4.56,
2023-09-10 23:00:00,4.78,
2023-09-10 23:15:00,4.74,
2023-09-10 23:30:00,4.45,
2023-09-10 23:45:00,4.92,
2023-09-11 00:00:00,4.78,
2023-09-11 00:15:00,5.23,
2023-09-11 00:30:00,5.29,
2023-09-11 00:45:00,5.7,
2023-09-11 01:00:00,5.44,
2023-09-11 01:15:00,5.77,
2023-09-11 01:30:00,5.94,
2023-09-11 01:45:00,6.01,
2023-09-11 02:00:00,5.83,
2023-09-11 02:15:00,6.1,
2023-09-11 02:30:00,5.85,
2023-09-11 02:45:00,6.01,
2023-09-11 03:00:00,6.28,
2023-09-11 03:15:00,6.76,
2023-09-11 03:30:00,6.29,
2023-09-11 03:45:00,5.9,
2023-09-11 04:00:00,6.16,
2023-09-11 04:15:00,6.44,
2023-09-11 04:30:00,6.19,
2023-09-11 04:45:00,6.3,
2023-09-11 05:00:00,6.23,
2023-09-11 05:15:00,6.15,
2023-09-11 05:30:00,6.72,
2023-09-11 05:45:00,6.52,
2023-09-11 06:00:00,7.09,
2023-09-11 06:15:00,6.44,
2023-09-11 06:30:00,6.33,
2023-09-11 06:45:00,6.59,
2023-09-11 07:00:00,6.23,
2023-09-11 07:15:00,6.39,
2023-09-11 07:30:00,6.37,
2023-09-11 07:45:00,6.77,
2023-09-11 08:00:00,6.46,
2023-09-11 08:15:00,5.83,
2023-09-11 08:30:00,5.61,
2023-09-11 08:45:00,6.34,
2023-09-11 09:00:00,5.66,
2023-09-11 09:15:00,5.99,
2023-09-11 09:30:00,6.07,
2023-09-11 09:45:00,5.89,
2023-09-11 10:00:00,,flag_nan
2023-09-11 10:15:00,,flag_nan
2023-09-11 10:30:00,,flag_nan
2023-09-11 10:45:00,,flag_nan
2023-09-11 11:00:00,,flag_nan
2023-09-11 11:15:00,,flag_nan
2023-09-11 11:30:00,,flag_nan
2023-09-11 11:45:00,,flag_nan
2023-09-11 12:00:00,4.93,
2023-09-11 12:15:00,5.17,
2023-09-11 12:30:00,4.81,
2023-09-11 12:45:00,4.55,
2023-09-11 13:00:00,4.94,
2023-09-11 13:15:00,4.36,
2023-09-11 13:30:00,4.79,
2023-09-11 13:45:00,4.61,
2023-09-11 14:00:00,4.21,
2023-09-11 14:15:00,4.52,
2023-09-11 14:30:00,3.67,
2023-09-11 14:45:00,4.19,
2023-09-11 15:00:00,4.2,
2023-09-11 15:15:00,4.08,
2023-09-11 15:30:00,3.91,
2023-09-11 15:45:00,4.0,
2023-09-11 16:00:00,4.11,
2023-09-11 16:15:00,3.87,
2023-09-11 16:30:00,3.94,
2023-09-11 16:45:00,3.3,
2023-09-11 17:00:00,3.58,
2023-09-11 17:15:00,3.52,
2023-09-11 17:30:00,3.74,
2023-09-11 17:45:00,3.42,
2023-09-11 18:00:00,3.4,
2023-09-11 18:15:00,3.52,
2023-09-11 18:30:00,3.88,
2023-09-11 18:45:00,3.53,
2023-09-11 19:00:00,3.53,
2023-09-11 19:15:00,3.22,
2023-09-11 19:30:00,3.53,
2023-09-11 19:45:00,3.56,
2023-09-11 20:00:00,3.48,
2023-09-11 20:15:00,3.59,
2023-09-11 20:30:00,3.7,
2023-09-11 20:45:00,4.12,
2023-09-11 21:00:00,4.13,
2023-09-11 21:15:00,4.0,
2023-09-11 21:30:00,4.15,
2023-09-11 21:45:00,4.1,
2023-09-11 22:00:00,4.07,
2023-09-11 22:15:00,4.29,
2023-09-11 22:30:00,4.54,
2023-09-11 22:45:00,3.88,
2023-09-11 23:00:00,4.65,
2023-09-11 23:15:00,5.0,
2023-09-11 23:30:00,4.82,
2023-09-11 23:45:00,4.96,
2023-09-12 00:00:00,5.05,
2023-09-12 00:15:00,5.5,
2023-09-12 00:30:00,5.08,
2023-09-12 00:45:00,5.08,
2023-09-12 01:00:00,5.48,
2023-09-12 01:15:00,5.36,
2023-09-12 01:30:00,5.53,
2023-09-12 01:45:00,5.9,
2023-09-12 02:00:00,6.04,
2023-09-12 02:15:00,5.68,
2023-09-12 02:30:00,5.89,
2023-09-12 02:45:00,5.92,
2023-09-12 03:00:00,6.18,
2023-09-12 03:15:00,6.2,
2023-09-12 03:30:00,6.29,
2023-09-12 03:45:00,6.43,
2023-09-12 04:00:00,6.08,
2023-09-12 04:15:00,6.11,
2023-09-12 04:30:00,6.2,
2023-09-12 04:45:00,6.37,
2023-09-12 05:00:00,6.76,
2023-09-12 05:15:00,6.8,
2023-09-12 05:30:00,6.57,
2023-09-12 05:45:00,6.56,
2023-09-12 06:00:00,6.73,
2023-09-12 06:15:00,6.67,
2023-09-12 06:30:00,6.7,
2023-09-12 06:45:00,6.26,
2023-09-12 07:00:00,6.29,
2023-09-12 07:15:00,6.44,
2023-09-12 07:30:00,6.25,
2023-09-12 07:45:00,6.4,
2023-09-12 08:00:00,6.33,
2023-09-12 08:15:00,6.57,
2023-09-12 08:30:00,6.08,
2023-09-12 08:45:00,6.32,
2023-09-12 09:00:00,5.57,
2023-09-12 09:15:00,6.13,
2023-09-12 09:30:00,5.83,
2023-09-12 09:45:00,5.39,
2023-09-12 10:00:00,6.06,
2023-09-12 10:15:00,5.93,
2023-09-12 10:30:00,5.78,
2023-09-12 10:45:00,5.69,
2023-09-12 11:00:00,5.62,
2023-09-12 11:15:00,5.67,
2023-09-12 11:30:00,5.03,
2023-09-12 11:45:00,5.47,
2023-09-12 12:00:00,4.96,
2023-09-12 12:15:00,4.34,
2023-09-12 12:30:00,5.01,
2023-09-12 12:45:00,4.81,
2023-09-12 13:00:00,4.75,
2023-09-12 13:15:00,4.3,
2023-09-12 13:30:00,4.01,
2023-09-12 13:45:00,4.38,
2023-09-12 14:00:00,4.01,
2023-09-12 14:15:00,4.48,
2023-09-12 14:30:00,3.97,
2023-09-12 14:45:00,3.78,
2023-09-12 15:00:00,4.04,
2023-09-12 15:15:00,4.06,
2023-09-12 15:30:00,3.7,
2023-09-12 15:45:00,3.88,
2023-09-12 16:00:00,3.43,
2023-09-12 16:15:00,3.86,
2023-09-12 16:30:00,3.66,
2023-09-12 16:45:00,3.82,
2023-09-12 17:00:00,3.57,
2023-09-12 17:15:00,3.35,
2023-09-12 17:30:00,3.55,
2023-09-12 17:45:00,3.57,
2023-09-12 18:00:00,3.7,
2023-09-12 18:15:00,3.47,
2023-09-12 18:30:00,3.45,
2023-09-12 18:45:00,3.32,
2023-09-12 19:00:00,3.93,
2023-09-12 19:15:00,3.15,
2023-09-12 19:30:00,3.67,
2023-09-12 19:45:00,3.65,
2023-09-12 20:00:00,4.07,
2023-09-12 20:15:00,3.8,
2023-09-12 20:30:00,3.76,
2023-09-12 20:45:00,3.7,
2023-09-12 21:00:00,4.28,
2023-09-12 21:15:00,3.98,
2023-09-12 21:30:00,3.93,
2023-09-12 21:45:00,4.09,
2023-09-12 22:00:00,4.26,
2023-09-12 22:15:00,4.42,
2023-09-12 22:30:00,4.58,
2023-09-12 22:45:00,4.46,
2023-09-12 23:00:00,5.09,
2023-09-12 23:15:00,4.77,
2023-09-12 23:30:00,4.93,
2023-09-12 23:45:00,4.95,
