datetime,is_anomaly,anomaly_type,true_value,source
2024-05-18 00:00:00,False,,73.9,
2024-05-18 00:15:00,False,,77.4,
2024-05-18 00:30:00,False,,71.8,
2024-05-18 00:45:00,False,,74.0,
2024-05-18 01:00:00,False,,76.6,
2024-05-18 01:15:00,False,,77.9,
2024-05-18 01:30:00,False,,75.5,
2024-05-18 01:45:00,True,spike,82.6,injected
2024-05-18 02:00:00,False,,75.7,
2024-05-18 02:15:00,False,,77.7,
2024-05-18 02:30:00,False,,87.7,
2024-05-18 02:45:00,False,,81.2,
2024-05-18 03:00:00,False,,77.6,
2024-05-18 03:15:00,False,,87.2,
2024-05-18 03:30:00,False,,80.8,
2024-05-18 03:45:00,False,,84.7,
2024-05-18 04:00:00,False,,82.2,
2024-05-18 04:15:00,False,,84.6,
2024-05-18 04:30:00,False,,84.9,
2024-05-18 04:45:00,False,,82.6,
2024-05-18 05:00:00,False,,85.6,
2024-05-18 05:15:00,False,,83.2,
2024-05-18 05:30:00,False,,83.9,
2024-05-18 05:45:00,False,,82.2,
2024-05-18 06:00:00,False,,85.2,
2024-05-18 06:15:00,False,,80.5,
2024-05-18 06:30:00,False,,82.0,
2024-05-18 06:45:00,False,,85.5,
2024-05-18 07:00:00,False,,83.4,
2024-05-18 07:15:00,False,,83.2,
2024-05-18 07:30:00,False,,83.5,
2024-05-18 07:45:00,False,,80.1,
2024-05-18 08:00:00,False,,82.4,
2024-05-18 08:15:00,False,,81.1,
2024-05-18 08:30:00,False,,82.4,
2024-05-18 08:45:00,False,,79.4,
2024-05-18 09:00:00,False,,73.8,
2024-05-18 09:15:00,False,,84.3,
2024-05-18 09:30:00,False,,81.6,
2024-05-18 09:45:00,False,,74.3,
2024-05-18 10:00:00,False,,74.9,
2024-05-18 10:15:00,False,,75.2,
2024-05-18 10:30:00,False,,75.5,
2024-05-18 10:45:00,False,,73.5,
2024-05-18 11:00:00,False,,70.9,
2024-05-18 11:15:00,False,,73.3,
2024-05-18 11:30:00,False,,75.3,
2024-05-18 11:45:00,False,,71.2,
2024-05-18 12:00:00,False,,70.7,
2024-05-18 12:15:00,False,,67.2,
2024-05-18 12:30:00,False,,69.8,
2024-05-18 12:45:00,False,,75.0,
2024-05-18 13:00:00,False,,68.6,
2024-05-18 13:15:00,False,,69.0,
2024-05-18 13:30:00,False,,65.3,
2024-05-18 13:45:00,False,,69.4,
2024-05-18 14:00:00,False,,70.1,
2024-05-18 14:15:00,False,,69.8,
2024-05-18 14:30:00,True,gap,,natural
2024-05-18 14:45:00,True,gap,,natural
2024-05-18 15:00:00,True,gap,,natural
2024-05-18 15:15:00,True,gap,,natural
2024-05-18 15:30:00,True,gap,,natural
2024-05-18 15:45:00,False,,67.9,
2024-05-18 16:00:00,False,,68.5,
2024-05-18 16:15:00,False,,62.1,
2024-05-18 16:30:00,True,gap,,natural
2024-05-18 16:45:00,True,gap,,natural
2024-05-18 17:00:00,False,,63.5,
2024-05-18 17:15:00,False,,60.7,
2024-05-18 17:30:00,False,,63.4,
2024-05-18 17:45:00,False,,64.1,
2024-05-18 18:00:00,False,,64.4,
2024-05-18 18:15:00,False,,61.6,
2024-05-18 18:30:00,True,spike,61.3,injected
2024-05-18 18:45:00,True,spike,59.0,injected
2024-05-18 19:00:00,True,spike,64.0,injected
2024-05-18 19:15:00,False,,62.4,
2024-05-18 19:30:00,False,,61.1,
2024-05-18 19:45:00,False,,59.9,
2024-05-18 20:00:00,False,,61.6,
2024-05-18 20:15:00,False,,63.5,
2024-05-18 20:30:00,False,,60.5,
2024-05-18 20:45:00,False,,58.3,
2024-05-18 21:00:00,False,,60.0,
2024-05-18 21:15:00,False,,61.7,
2024-05-18 21:30:00,False,,58.6,
2024-05-18 21:45:00,False,,59.3,
2024-05-18 22:00:00,False,,59.3,
2024-05-18 22:15:00,False,,61.2,
2024-05-18 22:30:00,False,,60.6,
2024-05-18 22:45:00,False,,61.5,
2024-05-18 23:00:00,False,,54.5,
2024-05-18 23:15:00,False,,60.2,
2024-05-18 23:30:00,False,,58.1,
2024-05-18 23:45:00,False,,59.1,
2024-05-19 00:00:00,False,,60.2,
2024-05-19 00:15:00,False,,53.9,
2024-05-19 00:30:00,False,,57.8,
2024-05-19 00:45:00,False,,57.8,
2024-05-19 01:00:00,False,,56.5,
2024-05-19 01:15:00,False,,57.4,
2024-05-19 01:30:00,False,,62.5,
2024-05-19 01:45:00,False,,54.5,
2024-05-19 02:00:00,False,,56.8,
2024-05-19 02:15:00,False,,64.2,
2024-05-19 02:30:00,False,,59.8,
2024-05-19 02:45:00,False,,56.5,
2024-05-19 03:00:00,False,,59.5,
2024-05-19 03:15:00,True,gap,59.5,injected
2024-05-19 03:30:00,True,gap,55.7,injected
2024-05-19 03:45:00,True,gap,60.1,injected
2024-05-19 04:00:00,True,gap,55.4,injected
2024-05-19 04:15:00,True,gap,56.0,injected
2024-05-19 04:30:00,True,gap,50.7,injected
2024-05-19 04:45:00,True,gap,55.7,injected
2024-05-19 05:00:00,True,gap,53.8,injected
2024-05-19 05:15:00,True,gap,55.1,injected
2024-05-19 05:30:00,True,gap,56.6,injected
2024-05-19 05:45:00,True,gap,55.6,injected
2024-05-19 06:00:00,True,gap,54.3,injected
2024-05-19 06:15:00,True,gap,56.2,injected
2024-05-19 06:30:00,True,gap,54.6,injected
2024-05-19 06:45:00,True,gap,55.3,injected
2024-05-19 07:00:00,True,gap,60.8,injected
2024-05-19 07:15:00,False,,52.6,
2024-05-19 07:30:00,False,,56.7,
2024-05-19 07:45:00,False,,53.2,
2024-05-19 08:00:00,False,,55.2,
2024-05-19 08:15:00,False,,54.1,
2024-05-19 08:30:00,False,,54.2,
2024-05-19 08:45:00,False,,53.7,
2024-05-19 09:00:00,False,,53.2,
2024-05-19 09:15:00,False,,52.9,
2024-05-19 09:30:00,False,,53.7,
2024-05-19 09:45:00,False,,61.9,
2024-05-19 10:00:00,False,,53.7,
2024-05-19 10:15:00,False,,53.4,
2024-05-19 10:30:00,False,,53.7,
2024-05-19 10:45:00,False,,54.2,
2024-05-19 11:00:00,False,,53.5,
2024-05-19 11:15:00,False,,48.6,
2024-05-19 11:30:00,False,,56.9,
2024-05-19 11:45:00,False,,54.0,
2024-05-19 12:00:00,False,,54.6,
2024-05-19 12:15:00,False,,52.5,
2024-05-19 12:30:00,False,,52.6,
2024-05-19 12:45:00,False,,51.2,
2024-05-19 13:00:00,False,,50.6,
2024-05-19 13:15:00,False,,53.3,
2024-05-19 13:30:00,False,,52.1,
2024-05-19 13:45:00,False,,50.0,
2024-05-19 14:00:00,False,,53.4,
2024-05-19 14:15:00,False,,51.7,
2024-05-19 14:30:00,False,,50.5,
2024-05-19 14:45:00,False,,48.7,
2024-05-19 15:00:00,False,,51.2,
2024-05-19 15:15:00,False,,48.8,
2024-05-19 15:30:00,False,,52.9,
2024-05-19 15:45:00,False,,50.0,
2024-05-19 16:00:00,False,,49.6,
2024-05-19 16:15:00,False,,51.7,
2024-05-19 16:30:00,False,,51.8,
2024-05-19 16:45:00,True,gap,44.6,injected
2024-05-19 17:00:00,True,gap,48.8,injected
2024-05-19 17:15:00,True,gap,54.4,injected
2024-05-19 17:30:00,True,gap,50.7,injected
2024-05-19 17:45:00,False,,57.3,
2024-05-19 18:00:00,False,,52.9,
2024-05-19 18:15:00,False,,51.2,
2024-05-19 18:30:00,False,,48.9,
2024-05-19 18:45:00,False,,52.1,
2024-05-19 19:00:00,False,,52.3,
2024-05-19 19:15:00,False,,51.7,
2024-05-19 19:30:00,False,,48.4,
2024-05-19 19:45:00,False,,50.8,
2024-05-19 20:00:00,False,,55.2,
2024-05-19 20:15:00,False,,50.8,
2024-05-19 20:30:00,False,,53.0,
2024-05-19 20:45:00,False,,54.5,
2024-05-19 21:00:00,False,,51.6,
2024-05-19 21:15:00,False,,52.2,
2024-05-19 21:30:00,False,,51.7,
2024-05-19 21:45:00,False,,51.7,
2024-05-19 22:00:00,False,,51.8,
2024-05-19 22:15:00,False,,55.3,
2024-05-19 22:30:00,False,,50.8,
2024-05-19 22:45:00,False,,46.1,
2024-05-19 23:00:00,False,,50.4,
2024-05-19 23:15:00,False,,50.9,
2024-05-19 23:30:00,False,,50.9,
2024-05-19 23:45:00,False,,52.6,
2024-05-20 00:00:00,False,,49.2,
2024-05-20 00:15:00,False,,50.3,
2024-05-20 00:30:00,False,,49.8,
2024-05-20 00:45:00,False,,49.7,
2024-05-20 01:00:00,False,,52.2,
2024-05-20 01:15:00,False,,52.8,
2024-05-20 01:30:00,False,,50.9,
2024-05-20 01:45:00,False,,52.0,
2024-05-20 02:00:00,False,,51.2,
2024-05-20 02:15:00,False,,49.4,
2024-05-20 02:30:00,False,,52.6,
2024-05-20 02:45:00,False,,48.6,
2024-05-20 03:00:00,True,gap,49.6,injected
2024-05-20 03:15:00,True,gap,48.8,injected
2024-05-20 03:30:00,True,gap,49.5,injected
2024-05-20 03:45:00,True,gap,50.4,injected
2024-05-20 04:00:00,True,gap,49.6,injected
2024-05-20 04:15:00,True,gap,50.8,injected
2024-05-20 04:30:00,False,,48.6,
2024-05-20 04:45:00,True,gap,,natural
2024-05-20 05:00:00,True,gap,,natural
2024-05-20 05:15:00,False,,56.9,
2024-05-20 05:30:00,False,,53.4,
2024-05-20 05:45:00,False,,51.1,
2024-05-20 06:00:00,False,,46.5,
2024-05-20 06:15:00,False,,50.2,
2024-05-20 06:30:00,False,,49.5,
2024-05-20 06:45:00,False,,48.8,
2024-05-20 07:00:00,False,,46.9,
2024-05-20 07:15:00,False,,47.7,
2024-05-20 07:30:00,False,,49.0,
2024-05-20 07:45:00,False,,48.0,
2024-05-20 08:00:00,False,,48.3,
2024-05-20 08:15:00,False,,47.8,
2024-05-20 08:30:00,False,,47.3,
2024-05-20 08:45:00,False,,50.0,
2024-05-20 09:00:00,False,,51.0,
2024-05-20 09:15:00,False,,47.4,
2024-05-20 09:30:00,False,,47.0,
2024-05-20 09:45:00,False,,46.8,
2024-05-20 10:00:00,False,,46.9,
2024-05-20 10:15:00,False,,46.6,
2024-05-20 10:30:00,False,,49.6,
2024-05-20 10:45:00,False,,44.7,
2024-05-20 11:00:00,False,,47.4,
2024-05-20 11:15:00,False,,47.9,
2024-05-20 11:30:00,False,,43.1,
2024-05-20 11:45:00,False,,43.9,
2024-05-20 12:00:00,False,,46.3,
2024-05-20 12:15:00,False,,46.1,
2024-05-20 12:30:00,False,,45.9,
2024-05-20 12:45:00,False,,45.7,
2024-05-20 13:00:00,False,,45.9,
2024-05-20 13:15:00,False,,49.6,
2024-05-20 13:30:00,False,,53.8,
2024-05-20 13:45:00,False,,46.5,
2024-05-20 14:00:00,False,,48.1,
2024-05-20 14:15:00,True,spike,48.3,injected
2024-05-20 14:30:00,True,spike,47.7,injected
2024-05-20 14:45:00,False,,45.7,
2024-05-20 15:00:00,False,,48.0,
2024-05-20 15:15:00,False,,45.4,
2024-05-20 15:30:00,False,,45.1,
2024-05-20 15:45:00,False,,41.9,
2024-05-20 16:00:00,False,,48.0,
2024-05-20 16:15:00,False,,42.7,
2024-05-20 16:30:00,False,,45.6,
2024-05-20 16:45:00,False,,47.9,
2024-05-20 17:00:00,False,,45.5,
2024-05-20 17:15:00,False,,45.3,
2024-05-20 17:30:00,False,,45.5,
2024-05-20 17:45:00,False,,48.0,
2024-05-20 18:00:00,False,,46.2,
2024-05-20 18:15:00,False,,45.3,
2024-05-20 18:30:00,False,,49.0,
2024-05-20 18:45:00,False,,45.8,
2024-05-20 19:00:00,False,,41.9,
2024-05-20 19:15:00,False,,44.6,
2024-05-20 19:30:00,False,,47.3,
2024-05-20 19:45:00,False,,42.6,
2024-05-20 20:00:00,False,,46.2,
2024-05-20 20:15:00,False,,44.6,
2024-05-20 20:30:00,False,,45.3,
2024-05-20 20:45:00,False,,45.7,
2024-05-20 21:00:00,False,,45.2,
2024-05-20 21:15:00,False,,46.2,
2024-05-20 21:30:00,False,,46.9,
2024-05-20 21:45:00,False,,46.4,
2024-05-20 22:00:00,False,,44.3,
2024-05-20 22:15:00,False,,45.2,
2024-05-20 22:30:00,False,,45.4,
2024-05-20 22:45:00,False,,46.3,
2024-05-20 23:00:00,False,,47.4,
2024-05-20 23:15:00,False,,45.6,
2024-05-20 23:30:00,False,,45.5,
2024-05-20 23:45:00,False,,45.5,
2024-05-21 00:00:00,False,,46.3,
2024-05-21 00:15:00,False,,47.2,
2024-05-21 00:30:00,False,,45.4,
2024-05-21 00:45:00,False,,45.1,
2024-05-21 01:00:00,False,,46.5,
2024-05-21 01:15:00,False,,48.5,
2024-05-21 01:30:00,False,,47.5,
2024-05-21 01:45:00,False,,43.5,
2024-05-21 02:00:00,False,,46.9,
2024-05-21 02:15:00,False,,46.2,
2024-05-21 02:30:00,False,,46.2,
2024-05-21 02:45:00,False,,46.3,
2024-05-21 03:00:00,False,,46.4,
2024-05-21 03:15:00,False,,48.1,
2024-05-21 03:30:00,False,,46.1,
2024-05-21 03:45:00,False,,47.0,
2024-05-21 04:00:00,False,,53.1,
2024-05-21 04:15:00,False,,56.6,
2024-05-21 04:30:00,False,,49.2,
2024-05-21 04:45:00,False,,49.6,
2024-05-21 05:00:00,False,,53.7,
2024-05-21 05:15:00,False,,47.3,
2024-05-21 05:30:00,False,,48.3,
2024-05-21 05:45:00,False,,47.6,
2024-05-21 06:00:00,False,,50.5,
2024-05-21 06:15:00,False,,48.1,
2024-05-21 06:30:00,False,,49.0,
2024-05-21 06:45:00,False,,48.4,
2024-05-21 07:00:00,False,,48.1,
2024-05-21 07:15:00,False,,49.9,
2024-05-21 07:30:00,False,,48.2,
2024-05-21 07:45:00,False,,50.1,
2024-05-21 08:00:00,False,,48.9,
2024-05-21 08:15:00,True,spike,48.4,injected
2024-05-21 08:30:00,False,,48.6,
2024-05-21 08:45:00,False,,49.1,
2024-05-21 09:00:00,False,,49.8,
2024-05-21 09:15:00,False,,50.5,
2024-05-21 09:30:00,False,,48.4,
2024-05-21 09:45:00,False,,51.7,
2024-05-21 10:00:00,False,,49.2,
2024-05-21 10:15:00,False,,51.8,
2024-05-21 10:30:00,False,,51.9,
2024-05-21 10:45:00,False,,53.7,
2024-05-21 11:00:00,False,,53.8,
2024-05-21 11:15:00,False,,53.3,
2024-05-21 11:30:00,False,,57.0,
2024-05-21 11:45:00,False,,56.8,
2024-05-21 12:00:00,False,,57.6,
2024-05-21 12:15:00,False,,58.9,
2024-05-21 12:30:00,False,,61.2,
2024-05-21 12:45:00,False,,57.5,
2024-05-21 13:00:00,False,,58.0,
2024-05-21 13:15:00,False,,60.1,
2024-05-21 13:30:00,False,,60.5,
2024-05-21 13:45:00,False,,59.3,
2024-05-21 14:00:00,False,,58.4,
2024-05-21 14:15:00,False,,60.5,
2024-05-21 14:30:00,False,,60.1,
2024-05-21 14:45:00,False,,57.9,
2024-05-21 15:00:00,False,,61.3,
2024-05-21 15:15:00,False,,61.1,
2024-05-21 15:30:00,True,gap,60.6,injected
2024-05-21 15:45:00,True,gap,61.1,injected
2024-05-21 16:00:00,False,,58.5,
2024-05-21 16:15:00,False,,57.5,
2024-05-21 16:30:00,False,,59.5,
2024-05-21 16:45:00,False,,61.2,
2024-05-21 17:00:00,False,,57.4,
2024-05-21 17:15:00,False,,63.6,
2024-05-21 17:30:00,True,spike,59.9,injected
2024-05-21 17:45:00,True,spike,64.3,injected
2024-05-21 18:00:00,False,,66.8,
2024-05-21 18:15:00,False,,72.2,
2024-05-21 18:30:00,False,,71.6,
2024-05-21 18:45:00,False,,61.9,
2024-05-21 19:00:00,False,,67.1,
2024-05-21 19:15:00,False,,65.3,
2024-05-21 19:30:00,False,,70.9,
2024-05-21 19:45:00,False,,70.7,
2024-05-21 20:00:00,False,,75.7,
2024-05-21 20:15:00,False,,76.0,
2024-05-21 20:30:00,False,,76.0,
2024-05-21 20:45:00,False,,79.7,
2024-05-21 21:00:00,False,,77.7,
2024-05-21 21:15:00,False,,79.6,
2024-05-21 21:30:00,False,,84.4,
2024-05-21 21:45:00,False,,81.5,
2024-05-21 22:00:00,False,,89.0,
2024-05-21 22:15:00,False,,85.4,
2024-05-21 22:30:00,False,,86.8,
2024-05-21 22:45:00,False,,87.0,
2024-05-21 23:00:00,False,,89.9,
2024-05-21 23:15:00,False,,93.2,
2024-05-21 23:30:00,False,,93.3,
2024-05-21 23:45:00,False,,97.5,
2024-05-22 00:00:00,False,,95.1,
2024-05-22 00:15:00,True,gap,95.3,injected
2024-05-22 00:30:00,True,gap,95.8,injected
2024-05-22 00:45:00,True,gap,91.6,injected
2024-05-22 01:00:00,True,gap,90.5,injected
2024-05-22 01:15:00,True,gap,93.8,injected
2024-05-22 01:30:00,False,,93.2,
2024-05-22 01:45:00,False,,95.4,
2024-05-22 02:00:00,False,,94.0,
2024-05-22 02:15:00,False,,92.1,
2024-05-22 02:30:00,False,,92.7,
2024-05-22 02:45:00,False,,92.2,
2024-05-22 03:00:00,False,,92.8,
2024-05-22 03:15:00,True,gap,,natural
2024-05-22 03:30:00,False,,89.5,
2024-05-22 03:45:00,True,gap,,natural
2024-05-22 04:00:00,False,,87.7,
2024-05-22 04:15:00,False,,91.1,
2024-05-22 04:30:00,False,,89.0,
2024-05-22 04:45:00,False,,90.6,
2024-05-22 05:00:00,False,,95.1,
2024-05-22 05:15:00,False,,91.0,
2024-05-22 05:30:00,False,,91.8,
2024-05-22 05:45:00,False,,93.1,
2024-05-22 06:00:00,False,,92.6,
2024-05-22 06:15:00,False,,92.0,
2024-05-22 06:30:00,False,,93.9,
2024-05-22 06:45:00,False,,91.0,
2024-05-22 07:00:00,False,,91.3,
2024-05-22 07:15:00,False,,90.9,
2024-05-22 07:30:00,False,,86.7,
2024-05-22 07:45:00,False,,91.0,
2024-05-22 08:00:00,False,,93.5,
2024-05-22 08:15:00,False,,92.8,
2024-05-22 08:30:00,True,gap,,natural
2024-05-22 08:45:00,False,,91.0,
2024-05-22 09:00:00,False,,88.2,
2024-05-22 09:15:00,False,,93.3,
2024-05-22 09:30:00,False,,93.1,
2024-05-22 09:45:00,False,,90.3,
2024-05-22 10:00:00,False,,91.8,
2024-05-22 10:15:00,False,,92.6,
2024-05-22 10:30:00,False,,91.7,
2024-05-22 10:45:00,False,,89.4,
2024-05-22 11:00:00,False,,83.8,
2024-05-22 11:15:00,False,,87.5,
2024-05-22 11:30:00,True,gap,,natural
2024-05-22 11:45:00,False,,87.9,
2024-05-22 12:00:00,True,gap,,natural
2024-05-22 12:15:00,False,,89.7,
2024-05-22 12:30:00,False,,83.2,
