datetime,is_anomaly,anomaly_type,true_value,source
2023-08-10 16:15:00,False,,18.4,
2023-08-10 16:30:00,False,,21.8,
2023-08-10 16:45:00,False,,21.8,
2023-08-10 17:00:00,False,,18.4,
2023-08-10 17:15:00,False,,18.8,
2023-08-10 17:30:00,False,,19.7,
2023-08-10 17:45:00,False,,19.0,
2023-08-10 18:00:00,False,,18.5,
2023-08-10 18:15:00,False,,21.0,
2023-08-10 18:30:00,False,,36.5,
2023-08-10 18:45:00,False,,39.3,
2023-08-10 19:00:00,True,spike,50.9,injected
2023-08-10 19:15:00,True,spike,51.9,injected
2023-08-10 19:30:00,False,,52.5,
2023-08-10 19:45:00,False,,55.6,
2023-08-10 20:00:00,False,,48.6,
2023-08-10 20:15:00,False,,45.5,
2023-08-10 20:30:00,False,,45.5,
2023-08-10 20:45:00,False,,46.6,
2023-08-10 21:00:00,False,,53.9,
2023-08-10 21:15:00,False,,64.4,
2023-08-10 21:30:00,False,,66.6,
2023-08-10 21:45:00,False,,67.6,
2023-08-10 22:00:00,False,,64.6,
2023-08-10 22:15:00,False,,61.7,
2023-08-10 22:30:00,False,,58.0,
2023-08-10 22:45:00,False,,54.7,
2023-08-10 23:00:00,False,,49.3,
2023-08-10 23:15:00,False,,48.7,
2023-08-10 23:30:00,False,,52.4,
2023-08-10 23:45:00,False,,50.7,
2023-08-11 00:00:00,True,spike,51.3,injected
2023-08-11 00:15:00,False,,46.6,
2023-08-11 00:30:00,False,,59.5,
2023-08-11 00:45:00,False,,43.0,
2023-08-11 01:00:00,False,,51.2,
2023-08-11 01:15:00,False,,45.3,
2023-08-11 01:30:00,False,,46.3,
2023-08-11 01:45:00,True,gap,42.3,injected
2023-08-11 02:00:00,True,gap,50.1,injected
2023-08-11 02:15:00,True,gap,44.5,injected
2023-08-11 02:30:00,True,gap,50.5,injected
2023-08-11 02:45:00,True,gap,47.9,injected
2023-08-11 03:00:00,True,gap,48.6,injected
2023-08-11 03:15:00,True,gap,53.3,injected
2023-08-11 03:30:00,True,gap,77.7,injected
2023-08-11 03:45:00,True,gap,58.1,injected
2023-08-11 04:00:00,True,gap,66.6,injected
2023-08-11 04:15:00,True,gap,74.7,injected
2023-08-11 04:30:00,True,gap,73.5,injected
2023-08-11 04:45:00,True,gap,77.4,injected
2023-08-11 05:00:00,True,gap,80.1,injected
2023-08-11 05:15:00,True,gap,78.6,injected
2023-08-11 05:30:00,True,gap,78.2,injected
2023-08-11 05:45:00,False,,74.5,
2023-08-11 06:00:00,False,,69.1,
2023-08-11 06:15:00,False,,75.1,
2023-08-11 06:30:00,False,,65.6,
2023-08-11 06:45:00,False,,66.5,
2023-08-11 07:00:00,False,,61.2,
2023-08-11 07:15:00,False,,57.7,
2023-08-11 07:30:00,False,,58.3,
2023-08-11 07:45:00,False,,50.8,
2023-08-11 08:00:00,False,,52.1,
2023-08-11 08:15:00,False,,53.6,
2023-08-11 08:30:00,False,,49.6,
2023-08-11 08:45:00,False,,46.2,
2023-08-11 09:00:00,False,,44.8,
2023-08-11 09:15:00,False,,44.3,
2023-08-11 09:30:00,False,,44.0,
2023-08-11 09:45:00,False,,43.0,
2023-08-11 10:00:00,False,,45.1,
2023-08-11 10:15:00,False,,46.8,
2023-08-11 10:30:00,False,,46.1,
2023-08-11 10:45:00,False,,47.7,
2023-08-11 11:00:00,False,,47.5,
2023-08-11 11:15:00,False,,48.8,
2023-08-11 11:30:00,False,,45.3,
2023-08-11 11:45:00,False,,48.4,
2023-08-11 12:00:00,False,,50.3,
2023-08-11 12:15:00,False,,44.1,
2023-08-11 12:30:00,False,,47.6,
2023-08-11 12:45:00,False,,41.6,
2023-08-11 13:00:00,False,,40.4,
2023-08-11 13:15:00,False,,39.6,
2023-08-11 13:30:00,False,,37.2,
2023-08-11 13:45:00,False,,37.9,
2023-08-11 14:00:00,False,,36.1,
2023-08-11 14:15:00,False,,35.4,
2023-08-11 14:30:00,False,,37.2,
2023-08-11 14:45:00,False,,34.2,
2023-08-11 15:00:00,False,,33.3,
2023-08-11 15:15:00,False,,31.7,
2023-08-11 15:30:00,False,,36.0,
2023-08-11 15:45:00,False,,33.4,
2023-08-11 16:00:00,False,,29.9,
2023-08-11 16:15:00,False,,27.9,
2023-08-11 16:30:00,False,,27.8,
2023-08-11 16:45:00,False,,25.2,
2023-08-11 17:00:00,False,,28.0,
2023-08-11 17:15:00,False,,29.7,
2023-08-11 17:30:00,False,,28.8,
2023-08-11 17:45:00,False,,29.7,
2023-08-11 18:00:00,False,,27.1,
2023-08-11 18:15:00,False,,26.5,
2023-08-11 18:30:00,False,,25.5,
2023-08-11 18:45:00,False,,25.5,
2023-08-11 19:00:00,False,,27.0,
2023-08-11 19:15:00,False,,29.6,
2023-08-11 19:30:00,False,,25.4,
2023-08-11 19:45:00,False,,26.3,
2023-08-11 20:00:00,False,,24.3,
2023-08-11 20:15:00,False,,27.7,
2023-08-11 20:30:00,False,,26.5,
2023-08-11 20:45:00,False,,23.5,
2023-08-11 21:00:00,False,,23.7,
2023-08-11 21:15:00,False,,22.6,
2023-08-11 21:30:00,False,,23.4,
2023-08-11 21:45:00,False,,25.4,
2023-08-11 22:00:00,False,,32.0,
2023-08-11 22:15:00,False,,23.3,
2023-08-11 22:30:00,False,,25.5,
2023-08-11 22:45:00,False,,24.0,
2023-08-11 23:00:00,False,,27.8,
2023-08-11 23:15:00,False,,24.1,
2023-08-11 23:30:00,False,,24.9,
2023-08-11 23:45:00,False,,26.8,
2023-08-12 00:00:00,False,,23.7,
2023-08-12 00:15:00,False,,23.2,
2023-08-12 00:30:00,True,gap,,natural
2023-08-12 00:45:00,False,,24.7,
2023-08-12 01:00:00,False,,25.0,
2023-08-12 01:15:00,False,,24.1,
2023-08-12 01:30:00,False,,24.0,
2023-08-12 01:45:00,False,,23.6,
2023-08-12 02:00:00,False,,22.4,
2023-08-12 02:15:00,False,,24.3,
2023-08-12 02:30:00,False,,23.6,
2023-08-12 02:45:00,False,,26.9,
2023-08-12 03:00:00,False,,23.2,
2023-08-12 03:15:00,False,,24.5,
2023-08-12 03:30:00,False,,29.3,
2023-08-12 03:45:00,False,,24.2,
2023-08-12 04:00:00,False,,24.9,
2023-08-12 04:15:00,False,,24.7,
2023-08-12 04:30:00,False,,27.3,
2023-08-12 04:45:00,False,,25.0,
2023-08-12 05:00:00,False,,26.4,
2023-08-12 05:15:00,False,,26.0,
2023-08-12 05:30:00,False,,26.1,
2023-08-12 05:45:00,False,,27.0,
2023-08-12 06:00:00,False,,25.2,
2023-08-12 06:15:00,False,,23.3,
2023-08-12 06:30:00,False,,25.0,
2023-08-12 06:45:00,False,,26.0,
2023-08-12 07:00:00,False,,26.9,
2023-08-12 07:15:00,False,,26.5,
2023-08-12 07:30:00,False,,27.4,
2023-08-12 07:45:00,False,,23.7,
2023-08-12 08:00:00,False,,24.8,
2023-08-12 08:15:00,True,spike,24.5,injected
2023-08-12 08:30:00,True,spike,24.6,injected
2023-08-12 08:45:00,True,spike,23.7,injected
2023-08-12 09:00:00,False,,24.1,
2023-08-12 09:15:00,False,,26.0,
2023-08-12 09:30:00,False,,22.8,
2023-08-12 09:45:00,False,,24.1,
2023-08-12 10:00:00,False,,24.8,
2023-08-12 10:15:00,False,,25.4,
2023-08-12 10:30:00,False,,22.9,
2023-08-12 10:45:00,False,,24.0,
2023-08-12 11:00:00,False,,24.6,
2023-08-12 11:15:00,False,,23.7,
2023-08-12 11:30:00,False,,24.9,
2023-08-12 11:45:00,False,,23.8,
2023-08-12 12:00:00,False,,23.5,
2023-08-12 12:15:00,False,,23.9,
2023-08-12 12:30:00,False,,21.8,
2023-08-12 12:45:00,False,,21.8,
2023-08-12 13:00:00,False,,22.0,
2023-08-12 13:15:00,False,,22.6,
2023-08-12 13:30:00,False,,21.4,
2023-08-12 13:45:00,False,,19.7,
2023-08-12 14:00:00,False,,20.5,
2023-08-12 14:15:00,False,,19.0,
2023-08-12 14:30:00,False,,18.8,
2023-08-12 14:45:00,False,,18.9,
2023-08-12 15:00:00,False,,18.3,
2023-08-12 15:15:00,False,,19.6,
2023-08-12 15:30:00,False,,18.3,
2023-08-12 15:45:00,False,,19.3,
2023-08-12 16:00:00,False,,16.6,
2023-08-12 16:15:00,False,,17.4,
2023-08-12 16:30:00,False,,16.8,
2023-08-12 16:45:00,False,,16.6,
2023-08-12 17:00:00,False,,16.5,
2023-08-12 17:15:00,False,,15.3,
2023-08-12 17:30:00,False,,15.5,
2023-08-12 17:45:00,False,,15.4,
2023-08-12 18:00:00,False,,16.5,
2023-08-12 18:15:00,False,,16.3,
2023-08-12 18:30:00,False,,14.5,
2023-08-12 18:45:00,False,,15.5,
2023-08-12 19:00:00,False,,14.3,
2023-08-12 19:15:00,False,,14.1,
2023-08-12 19:30:00,False,,14.4,
2023-08-12 19:45:00,True,spike,14.2,injected
2023-08-12 20:00:00,True,spike,14.5,injected
2023-08-12 20:15:00,False,,14.0,
2023-08-12 20:30:00,False,,15.8,
2023-08-12 20:45:00,False,,14.9,
2023-08-12 21:00:00,False,,14.7,
2023-08-12 21:15:00,False,,15.0,
2023-08-12 21:30:00,False,,14.4,
2023-08-12 21:45:00,False,,14.3,
2023-08-12 22:00:00,False,,13.4,
2023-08-12 22:15:00,False,,13.5,
2023-08-12 22:30:00,False,,13.6,
2023-08-12 22:45:00,False,,15.1,
2023-08-12 23:00:00,False,,17.4,
2023-08-12 23:15:00,False,,18.0,
2023-08-12 23:30:00,False,,22.8,
2023-08-12 23:45:00,False,,25.7,
2023-08-13 00:00:00,False,,28.1,
2023-08-13 00:15:00,False,,34.6,
2023-08-13 00:30:00,False,,52.6,
2023-08-13 00:45:00,True,spike,66.3,injected
2023-08-13 01:00:00,True,spike,86.7,injected
2023-08-13 01:15:00,True,spike,107.0,injected
2023-08-13 01:30:00,False,,145.0,
2023-08-13 01:45:00,False,,174.0,
2023-08-13 02:00:00,False,,190.0,
2023-08-13 02:15:00,False,,218.0,
2023-08-13 02:30:00,False,,237.0,
2023-08-13 02:45:00,False,,253.0,
2023-08-13 03:00:00,False,,247.0,
2023-08-13 03:15:00,False,,262.0,
2023-08-13 03:30:00,False,,269.0,
2023-08-13 03:45:00,False,,275.0,
2023-08-13 04:00:00,False,,270.0,
2023-08-13 04:15:00,False,,278.0,
2023-08-13 04:30:00,False,,257.0,
2023-08-13 04:45:00,False,,262.0,
2023-08-13 05:00:00,False,,250.0,
2023-08-13 05:15:00,False,,232.0,
2023-08-13 05:30:00,False,,230.0,
2023-08-13 05:45:00,False,,219.0,
2023-08-13 06:00:00,False,,222.0,
2023-08-13 06:15:00,False,,201.0,
2023-08-13 06:30:00,False,,193.0,
2023-08-13 06:45:00,False,,178.0,
2023-08-13 07:00:00,False,,179.0,
2023-08-13 07:15:00,True,gap,168.0,injected
2023-08-13 07:30:00,True,gap,149.0,injected
2023-08-13 07:45:00,True,gap,143.0,injected
2023-08-13 08:00:00,False,,128.0,
2023-08-13 08:15:00,False,,120.0,
2023-08-13 08:30:00,False,,110.0,
2023-08-13 08:45:00,False,,103.0,
2023-08-13 09:00:00,False,,100.0,
2023-08-13 09:15:00,False,,91.4,
2023-08-13 09:30:00,False,,90.8,
2023-08-13 09:45:00,False,,85.5,
2023-08-13 10:00:00,False,,83.6,
2023-08-13 10:15:00,False,,83.1,
2023-08-13 10:30:00,False,,79.2,
2023-08-13 10:45:00,False,,86.1,
2023-08-13 11:00:00,False,,79.2,
2023-08-13 11:15:00,False,,81.1,
2023-08-13 11:30:00,False,,80.4,
2023-08-13 11:45:00,False,,83.1,
2023-08-13 12:00:00,False,,84.1,
2023-08-13 12:15:00,False,,90.1,
2023-08-13 12:30:00,False,,82.8,
2023-08-13 12:45:00,True,plateau,87.0,injected
2023-08-13 13:00:00,True,plateau,92.4,injected
2023-08-13 13:15:00,True,plateau,88.0,injected
2023-08-13 13:30:00,True,plateau,88.7,injected
2023-08-13 13:45:00,True,plateau,90.1,injected
2023-08-13 14:00:00,True,plateau,87.8,injected
2023-08-13 14:15:00,True,plateau,91.1,injected
2023-08-13 14:30:00,True,plateau,83.8,injected
2023-08-13 14:45:00,True,plateau,83.4,injected
2023-08-13 15:00:00,True,plateau,77.1,injected
2023-08-13 15:15:00,True,plateau,75.3,injected
2023-08-13 15:30:00,True,plateau,72.5,injected
2023-08-13 15:45:00,True,plateau,72.3,injected
2023-08-13 16:00:00,True,plateau,66.0,injected
2023-08-13 16:15:00,True,plateau,61.1,injected
2023-08-13 16:30:00,True,plateau,55.4,injected
2023-08-13 16:45:00,True,plateau,54.2,injected
2023-08-13 17:00:00,True,plateau,49.6,injected
2023-08-13 17:15:00,True,plateau,48.8,injected
2023-08-13 17:30:00,True,plateau,47.7,injected
2023-08-13 17:45:00,True,plateau,43.8,injected
2023-08-13 18:00:00,True,plateau,47.4,injected
2023-08-13 18:15:00,False,,49.2,
2023-08-13 18:30:00,False,,39.3,
2023-08-13 18:45:00,False,,43.3,
2023-08-13 19:00:00,False,,39.0,
2023-08-13 19:15:00,False,,39.1,
2023-08-13 19:30:00,False,,51.5,
2023-08-13 19:45:00,False,,41.0,
2023-08-13 20:00:00,False,,41.0,
2023-08-13 20:15:00,False,,36.4,
2023-08-13 20:30:00,False,,35.4,
2023-08-13 20:45:00,False,,33.9,
2023-08-13 21:00:00,False,,35.1,
2023-08-13 21:15:00,False,,33.7,
2023-08-13 21:30:00,False,,33.0,
2023-08-13 21:45:00,False,,34.1,
2023-08-13 22:00:00,False,,31.6,
2023-08-13 22:15:00,False,,32.1,
2023-08-13 22:30:00,False,,32.1,
2023-08-13 22:45:00,False,,31.1,
2023-08-13 23:00:00,False,,29.8,
2023-08-13 23:15:00,False,,28.8,
2023-08-13 23:30:00,False,,34.1,
2023-08-13 23:45:00,False,,30.8,
2023-08-14 00:00:00,False,,31.2,
2023-08-14 00:15:00,False,,29.3,
2023-08-14 00:30:00,False,,36.1,
2023-08-14 00:45:00,False,,28.5,
2023-08-14 01:00:00,False,,30.8,
2023-08-14 01:15:00,False,,30.8,
2023-08-14 01:30:00,False,,27.2,
2023-08-14 01:45:00,False,,26.4,
2023-08-14 02:00:00,False,,28.3,
2023-08-14 02:15:00,False,,26.4,
2023-08-14 02:30:00,False,,28.4,
2023-08-14 02:45:00,False,,26.7,
2023-08-14 03:00:00,False,,26.4,
2023-08-14 03:15:00,False,,24.8,
2023-08-14 03:30:00,False,,24.6,
2023-08-14 03:45:00,False,,23.9,
2023-08-14 04:00:00,False,,22.0,
2023-08-14 04:15:00,False,,25.0,
2023-08-14 04:30:00,False,,22.7,
2023-08-14 04:45:00,False,,20.6,
2023-08-14 05:00:00,False,,21.3,
2023-08-14 05:15:00,False,,22.9,
2023-08-14 05:30:00,True,gap,23.3,injected
2023-08-14 05:45:00,True,gap,19.0,injected
2023-08-14 06:00:00,False,,21.5,
2023-08-14 06:15:00,False,,20.5,
2023-08-14 06:30:00,False,,22.0,
2023-08-14 06:45:00,False,,18.3,
2023-08-14 07:00:00,False,,19.9,
